filename,label
2020-10-25_1340_0.png,0
2020-10-25_1400_0.png,0
2020-10-25_1404_0.png,0
2020-10-25_1418_0.png,0
2020-10-25_1500_0.png,0
2020-10-25_1600_0.png,0
2020-10-25_1700_0.png,0
2020-10-25_1800_0.png,0
2020-10-25_1900_0.png,0
2020-10-25_2000_0.png,0
2020-10-25_2100_0.png,0
2020-10-25_2200_0.png,0
2020-10-25_2300_0.png,0
2020-10-26_0000_0.png,0
2020-10-26_0100_0.png,0
2020-10-26_0200_0.png,0
2020-10-26_0300_0.png,0
2020-10-26_0400_0.png,0
2020-10-26_0500_0.png,0
2020-10-26_0600_0.png,0
2020-10-26_0700_0.png,0
2020-10-26_0800_0.png,0
2020-10-26_0900_0.png,0
2020-10-26_1000_0.png,0
2020-10-26_1100_0.png,0
2020-10-26_1200_0.png,0
2020-10-26_1300_0.png,0
2020-10-26_1400_0.png,0
2020-10-26_1500_0.png,0
2020-10-26_1600_0.png,0
2020-10-26_1700_0.png,0
2020-10-26_1800_0.png,0
2020-10-26_1900_0.png,0
2020-10-26_2000_0.png,0
2020-10-26_2100_0.png,0
2020-10-26_2200_0.png,0
2020-10-26_2300_0.png,0
2020-10-27_0000_0.png,0
2020-10-27_0100_0.png,0
2020-10-27_0200_0.png,0
2020-10-27_0300_0.png,0
2020-10-27_0400_0.png,0
2020-10-27_0500_0.png,0
2020-10-27_0600_0.png,0
2020-10-27_0700_0.png,0
2020-10-27_0800_0.png,0
2020-10-27_0900_0.png,0
2020-10-27_1000_0.png,0
2020-10-27_1100_0.png,0
2020-10-27_1200_0.png,0
2020-10-27_1300_0.png,0
2020-10-27_1400_0.png,0
2020-10-27_1500_0.png,0
2020-10-27_1600_0.png,0
2020-10-27_1700_0.png,0
2020-10-27_1800_0.png,0
2020-10-27_1900_0.png,0
2020-10-27_2000_0.png,0
2020-10-27_2100_0.png,0
2020-10-27_2200_0.png,0
2020-10-27_2300_0.png,0
2020-10-28_0000_0.png,0
2020-10-28_0100_0.png,0
2020-10-28_0200_0.png,0
2020-10-28_0300_0.png,0
2020-10-28_0400_0.png,0
2020-10-28_0500_0.png,0
2020-10-28_0600_0.png,0
2020-10-28_0700_0.png,0
2020-10-28_0800_0.png,0
2020-10-28_0900_0.png,0
2020-10-28_1000_0.png,0
2020-10-28_1100_0.png,0
2020-10-28_1200_0.png,0
2020-10-28_1300_0.png,0
2020-10-28_1400_0.png,0
2020-10-28_1500_0.png,0
2020-10-28_1600_0.png,0
2020-10-28_1700_0.png,0
2020-10-28_1800_0.png,0
2020-10-28_1900_0.png,0
2020-10-28_2000_0.png,0
2020-10-28_2100_0.png,0
2020-10-28_2200_0.png,0
2020-10-28_2300_0.png,0
2020-10-29_0000_0.png,0
